url,post_id,post_date,description,num_beds,num_baths,price,address,sqft,pets_cat,pets_dog,is_furnished,no_smoking,wheelchaccess,airconditioning,ev_charging,application_fee,broker_fee,apartment,condo,cottage/cabin,duplex,flat,house,in-law,loft,townhouse,manufactured,assisted living,land,w/d in unit,w/d hookups,laundry in bldg,laundry on site,no laundry on site,carport,attached garage,detached garage,off-street parking,street parking,valet parking,no parking,daily,weekly,monthly,yearly,flooring: tile,no smoking,rent period: yearly,wheelchair accessible
https://sandiego.craigslist.org/nsd/apa/d/solana-beach-lease-your-bedrm-beach-apt/7409210273.html,7409210273,2021-11-17T09:38:47-0800,"Elan Beachhouse Del Mar
Property Address

2515 Camino Del Mar
Del Mar, CA, 92014

http://elanbeachhousedelmar.com/su/kyhhhm
The search is over! We've got a charming 770 square foot beach apartment with your name on it. Come check out our great community and tour your new home. Rents for 1 bed, 1 bath units are as low as $2,995.00 a month.
Floor Plan Details

Name: Aspire
 1 Bedrooms / 1 Bathrooms

$2,995.00

Community Amenities

Pet Friendly
BBQ & Picnic Area
Full Service Laundry Facilities
Close Proximity to Shopping, Dining, & Entertainment

Property Contact

 show contact info



ADA ACCESSIBLE
EQUAL HOUSING OPPORTUNITY",1,1,2995,2515 Camino del Mar,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,
https://sandiego.craigslist.org/csd/apa/d/san-diego-beautiful-bedroom-apartments/7411860544.html,7411860544,2021-11-23T11:20:05-0800,"OME TOUR OUR BEAUTIFUL APARTMENTS AND PROPERTY!!
Tours Available 7 Days A Week
Use our easy online calendar to schedule yourself in at your own convenience a tour our units and property:


Rent price includes: Water, trash, sewage, gas, and parking

**Our Pool and Jacuzzi are open 7 days a week until 10 p.m.!**

La Scala offers luxury apartment villa living in a lushly landscaped setting. Strategically located in the Golden Triangle, La Scala is just a short walk away from amazing restaurants, entertainment, and parks. In addition to all these great amenities, we are open 7 days a week with a friendly office staff who can help with all your questions.

Apartment Features:
•Remodeled spacious kitchen with stylish cabinets and countertops
•Matching appliances: dishwasher, stove, microwave, refrigerator
•Spacious walk in closets
•Remodeled bathrooms with large vanity and vanity lighting
•Private balcony patio with views overlooking the city, the pool, or our beautiful courtyards*
•Ceiling fans
•Room controlled heating
•Vaulted ceilings in top floor apartments*
•Additional storage closet on balcony*
•Reserved parking in underground parking garage

Community Amenities:
•Resort style heated pool and Jacuzzi spa with cabanas and lounge chairs
•Fully equipped gym with the latest treadmills, weight machines, and plasma T.V.’s 
•Renovated BBQ area
•Underground parking garage with visitor parking areas
•Multiple elevators from the parking garage to each floor of the building 
•Beautiful courtyards with Zen fountains 
•EV Charging Stations
•On site courtesy night patrol 
•On site maintenance 

Location Features:
•Around the corner from Whole Foods, Ralph’s, Trader Joe’s, restaurants, and retail stores!
•Next to bus stops and shuttles for UCSD
•Located two blocks from the I-5 highway exit
•10 minute drive to La Jolla Shores Beach 
•15 minute drive to Torrey Pines State Beach
•20 minute drive to downtown/airport 

Call us today:  show contact info

Website:  lascalaapartments.com 

*Available in select apartments 
**Specials are subject to change**",2,2,3240,3845 Nobel Drive,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,1
https://sandiego.craigslist.org/csd/apa/d/san-diego-luxury-location-and/7410610709.html,7410610709,2021-11-20T11:42:01-0800,"a Verde Village offers you an active lifestyle in University City. We are conveniently located near the beautiful beaches of La Jolla, extensive shopping, fine dining and top-rated schools. With freeway access moments away – you’ll never be far from the action in beautiful San Diego! 

Take daily fitness classes, use free weights, heavy bags or book a personal massage or facial at Oasis wellness spa at our sister property. Stay on top of your work in our business center with laptop computers or use of the private conference center. We offer resident services and monthly planned activities for you to meet your neighbors or enjoy new interests. We welcome you to visit our luxury community in the beautiful La Jolla/UTC area!


•	Garden Communities partners with RentTrack so you can improve your credit by reporting your positive rent payments. Click Motion Fitness membership for residents!
•	24 Hour Maintenance dispatch service
•	Agua Bella - Exclusive fitness facility / classes/ certified trainers
•	BBQ & Picnic area
•	Beautiful pools and spas located throughout the community
•	Bike rentals
•	Billiards
•	Business center with computers, internet access, conference room
•	Indoor Playground Space
•	Conference room
•	Corporate furnished units & maid service
•	Courtesy patrol and parking monitoring
•	Easy Access to I-5 and I-805 freeways
•	Elevator access
•	Free resident shuttle to nearby shops
•	In proximity to grocery stores, restaurants, entertainment and shopping
•	Indoor and outdoor movie theaters
•	Located near shopping, beaches, schools & dining
•	Private clubhouse with gourmet kitchen & dining patio
•	Professional management office - open daily
•	Racquetball court
•	WE PROUDLY OFFER a Non- smoking community",1,1,2307,8720 Costa Verde Village near La Jolla Village Drive,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,
https://sandiego.craigslist.org/csd/apa/d/san-diego-immediate-move-in-beautiful/7410648741.html,7410648741,2021-11-20T12:58:08-0800,"chedule a tour
We now book our tour appointments online! Please call or text us at
  show contact info
 to self-schedule from your phone! Book your appointment online today or anytime 24/7!
Property Description
Olympus Corsair is a stylish new collection of modern homes offering uniquely-designed interiors with impressive finishes and inspired living spaces. Accompanied by hotel-style amenities, a sun-drenched pool scene, seven different courtyards with outdoor social spaces and private escapes. It's an incredibly convenient and commutable address that puts all of San Diego right at your door. Take your entirely new, thoughtfully created, endlessly entertaining home to the next level.
Details
Availability date: Today
Pets: Cats, Small Dogs (< 25lb), Large Dogs (> 25lb)
Pet notes: 
Deposit: 0
Leasing options: 3 months,6 months,9 months,9+ months,12 months
Leasing notes: 
Application fee: 
Amenities
Included in Utilities Cost: 
Utilities Cost: 
Laundry: In Unit
Parking type: Garage 
Parking notes: 
Appliances: Dishwasher, Refrigerator, Garbage disposal, Microwave, Range/Oven
Exterior: Balcony/patio
Heating/cooling: Central AC, Air conditioning
Wiring: Cable-ready, High-speed internet, Wired
Facilities and Recreation: Shared pool, Fitness center, Clubhouse, Playground, Barbecue, Business center, Sports court, Bocce Ball Court, Virtual Golf Experience
Security and Access: Elevator, Controlled access, Gated entry, Disability access
Views: Pool
Additional features: Granite countertop, Non-Smoking Property, Wood plank flooring
Offered by:
Olympus Corsair
Equal Housing Opportunity",2,2,3143,8583 Aero Drive,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,,1
https://sandiego.craigslist.org/csd/apa/d/san-diego-fall-in-love-with-winter-fall/7411430249.html,7411430249,2021-11-22T11:42:57-0800,"Welcome to Towers At Costa Verde! 

High-Rise Luxury Living & Panoramic Views of La Jolla and UTC! We are now offering virtual tours! Schedule your live consultation with our leasing concierge, including FaceTime tours and more. Now you can secure your new home in the comfort of your living room. Simply call  show contact info
 to arrange a virtual tour of your dream apartment home today! Please also visit our website www.gardencommunitiesca.com to take advantage of our online leasing options and view our 3D tours online.

We are currently offering a stunning and spacious 1 Bedroom / 1 Bathroom residence available for move-in on 12/30/21! This apartment home is located on the 1st floor and is priced at $2,520 per month based on select lease terms (OAC)!


With sweeping views of the La Jolla Coastline, San Diego’s majestic mountains and the bustling urban excitement of the Golden Triangle, the Towers at Costa Verde is the preeminent living environment for those with exceptional taste. Offering the best of what Southern California has to offer and including the finest amenities in high-rise living and the superior service you’d expect, the Towers at Costa Verde will take your expectations to a higher level. We are proudly a 100% smoke-free community. The sophisticated living spaces include 1, 2, and 3 bedroom condominium homes with open floor plans, natural lighting and a multitude of decorating options. Newly renovated clubhouse and business center. More renovations coming soon!


Community Amenities:

• Professional Management Office Open Daily

• Resort-Style Pool & Spa with Cabanas and TV's

• Lighted Tennis Court

• Sports Court

• Putting Green

• Driving Range

• BBQ & Picnic Areas

• The Agua Bella Fitness Club at Costa Verde - A state-of-the-art fitness center with personal trainers & the latest fitness classes held daily.

• Health Spa

• Tanning Bed

• Indoor Racquetball & Squash Court

• Clubhouse with Gourmet Kitchen

• Billiards

• Business Center with Computers, Internet Access & Conference Room
• Panoramic Views

• Located near Shopping, Beaches, Schools & Dining

• 24-Hour Doorman

• Sorry, No Pets Allowed

• Electric Car Charger Stations

Interior Features:

• Private Oversized Patios (In select homes)

• Central Heating & Air Conditioning

• Full-sized Washer and Dryer

• Generous Closet, Linen & Storage Space

• Pre-wired for Cable TV

• High Speed Internet Wiring

• Raised Panel Doors

• Floor-To-Ceiling Glass (In Select Homes)

• Custom Blinds

• Custom Carpeting

• Travertine Marble Floors

• Mirrored Wardrobe Doors

• Designer Cabinets

• Granite Counter Tops

• Refrigerator

• Microwave Oven

• Dishwasher

• Electric Oven & Range

• Double Sink

• Generous Pantry Space

• Roman Tubs

• 9-12 Foot Ceilings
Towers at Costa Verde will take your expectations to a higher level!


Call Now!  show contact info

8775 Costa Verde Boulevard, San Diego, CA 92122

Monday – Friday: 9:30 AM – 5:00 PM Weekends: 10:00 AM – 5:00 PM/ Tours end at 4:30 PM Daily

Link For More Details: http://www.gardencommunitiesca.com/Apartment-Rentals/CA/San-Diego/Towers-at-Costa-Verde/Home.aspx

Professionally managed by Garden Communities. Pricing may include current specials and is subject to change without notice.

do NOT contact me with unsolicited services or offer",1,1,2520,8775 Costa Verde Blvd,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,,1
https://sandiego.craigslist.org/csd/apa/d/san-diego-valet-trash-club-room/7408780181.html,7408780181,2021-11-16T10:13:31-0800,"3455 Kearny Villa Road, San Diego, CA 92123Mira Bella offers virtual tours and social distanced, in-person tours as well as online leasing! Take a tour and rent an apartment without leaving your couch.

Mira Bella features upgraded one-, two- and three-bedroom apartment homes with views of nearby mountains and the neighborhood community park. Featuring all new premium finishes including stainless steel appliances, gas ranges, breakfast bars, shaker-style cabinets, hardwood-style flooring and patios or balconies. You'll enjoy multiple courtyards and state-of-the-art amenities such as a Wi-Fi lounge with charging stations. In the heart of the Kearny Mesa neighborhood of San Diego, we are located in the San Diego Unified School District and just a 15 minute walk to Rady Children's Hospital and Sharp Memorial.Community Features:Club RoomOutdoor Fire FeaturesSmoke-free CommunityRecyclingHot TubResident LoungeValet TrashResident EventsCall:  show contact info
For more information, visit us at: https://livesimpsongroup.com/hjb7os34/mirabellaserra mesa apartments, kearny mesa san diego apartments, apartments for rent in serra mesa san diego, serra mesa san diego apartments, apartments for rent in serra mesa ca*Floor plans and pricing are subject to error, change or deletion. Some photos are for representation purposes only. Please contact us today for the most up to date information!",1,1,2570,3455 Kearny Villa Road,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
https://sandiego.craigslist.org/csd/apa/d/san-diego-celebrate-the-harvest-in/7411393563.html,7411393563,2021-11-22T10:37:03-0800,"Welcome to Casa Mira View! 

Lease a large 2 bedroom at Casa Mira View on a one year lease for $2,799 per month.

This 2 bedroom will be available December 3rd.



Experience incredibly spacious one, two and three bedroom residences for rent in San Diego that are a cut above. The amenities at Casa Mira View fulfill the day to night promise of complete luxury and enjoyment. Discover the resort pools & spas, scenic rooftop spa deck retreat, bowling alley, Move True Fitness Center, tech lounge, concert stage, and much, much more. Living in San Diego has its definite perks. Have your choice of abundant outdoor recreation, beaches and trails, upscale shopping & gourmet dining downtown, as well as a tremendous appreciation for the arts. See life in all of its beautiful hues when you live at Casa Mira View.

The Central Bark Dog Park has just opened at our newest phase, The Villas at Casa Mira View! Bring your furry friend to the Central Bark dog park and enjoy this gorgeous San Diego weather. We also offer FIDUS Pet Concierge for your companions which includes dog walking, pet sitting, dog and cat grooming, and more!

Casa Mira View’s location is ideally situated in the Scripps corridor — with easy access to I-15, you won’t need to travel far to experience everything San Diego has to offer. The community boasts great shopping, dining, and entertainment.

We are proudly a 100% smoke-free community. Pets accepted in select apartment homes; two pet maximum and breed restrictions apply. Please contact the leasing office for details. Sorry, but cosigners are not accepted.

We look forward to you joining us at Casa Mira View.

 Community Amenities 
 Grand Resort Pool and Spa
 Riviera Resort Saltwater Pools and Spa
 FIDUS Pet Concierge- Dog Walking, Pet Sitting, Dog & Cat Grooming, Pet Food/Supplies, and Pet Transport for FIDUS grooming or veterinary appointments. 
 Pacifica Rooftop Spa Deck Retreat
 Aqua Resort Pool
 Laguna Resort Pool
 Lap Pool
 Outdoor Chess & Ping Pong
 Tot Lot Playground
 Move True Fitness Center 
 Nutmeg Cafe
 Kingpin Bowling Alley and Lounge
 The Hub Entertainment Lounge
 The Cloud Tech Lounge
 Board Room Conference Room
 Community Clubhouse
 Green/Solar Common Areas
 Courtesy Resident Shuttle
 Play Areas, Including KidSpace and Train and Carousel
 Billiards
 Art Sculptures
 Architecturally Unique Building Styles
 Studio V Hair Salon
 RentTrack: Garden Communities partners with RentTrack so you can improve your credit by reporting your positive rent payments. 
 In proximity to stores, restaurants, entertainment and shopping
 24-Hour maintenance dispatch service
 Courtesy patrol and parking monitoring
 Electric Car Charging Stations
 Pet permitted with additional deposit in select units
 Professional management office – open daily
 Easy Access to I-15
 WE PROUDLY OFFER a Non-Smoking community
 Apartment Amenities 
 Furnished homes available in partnership with CORT!  Exclusive Offer for Garden Communities CA Residents! Rent furniture for your home from CORT Furniture. Convenient and flexible home furniture rental can be delivered and set up in as little as 48 hours. 
 Spacious One, Two and Three Bedroom Floor Plans
 Washer / Dryer in Each Unit
 Upgraded Appliance Package – Including Refrigerator With Icemaker, Microwave, Dishwasher, Disposal, and Range
 Granite-Look Counters
 Vinyl Plank Flooring in Selected Areas
 Upgraded Carpeting
 Central Heating and Air Conditioning
 Neutral Color Palette
 Easy Elevator Access to Units
 Controlled Access Parking
 Expansive patios / balconies available with storage
 Generous closet, linen, and storage space
 Upgraded Apartment Features 
 Nest® Thermostat
 SkyBell® WiFi Video Doorbell
 Premium Carpet
 Stainless Steel Appliances
 Choice Kitchen Tile Backsplash
 Tile Bathroom Flooring and Bath Surrounds
 Purified Air Filter
 Illuminated Vanity Mirror


Casa Mira View will take your expectations to a higher level!

 Call Now!  show contact info

Office Hours 9:30 am - 5:00 pm 
(No tours after 4:30pm)
9800 Mira Lee Way
San Diego, CA 92126
CasaMiraView.com


Conveniently located off I-15 in Scripps Corridor. The community boasts great shopping, dining, and entertainment. Just minutes from MCAS Miramar, University Towne Center Mall, downtown San Diego, beautiful beaches, we provide you with the convenience you're looking for.


We look forward to your joining us at Casa Mira View. Welcome home!


For more information about our property amenities, please visit:
http://www.casamiraview.com/



*Prices and specials are based on availability and are subject to change without prior notice (OAC). Please inquire within for more details.


We are an Equal Housing Opportunity community.",2,2,2799,9800 Mira Lee Way near Westview Parkway,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,,1
https://sandiego.craigslist.org/csd/apa/d/san-diego-open-house-great-prizes/7410519064.html,7410519064,2021-11-20T09:00:44-0800,"ma Palisades Apartments2799 Adrian StreetSan Diego, CA  92110Loma Palisades ApartmentsCall Today:  show contact info
Welcome home to Loma Palisades Apartment Homes in San Diego, California. You will find our beautiful community close to beaches, downtown, parks and plenty of shopping and dining choices. Our spacious two and three bedroom apartment homes feature ceramic tiled kitchens and baths, dual pane windows, a gas range, spacious walk in closets, and spectacular views from any angle. Enjoy one of our sparkling swimming pools, or relax in our soothing spa. Play a game at our basketball or sand volleyball courts, or work out in our state of the art fitness center. We offer a smartcard laundry facility, clubroom, and picnic areas with barbecues. View our photo gallery or call us to schedule your personal tour and let us show you why Loma Palisades is the perfect place to call home! Due to our office being closed until further notice, we are offering face-time virtual tours or you can check out our online virtual tour at www.LomaPalisades.com
Lease DescriptionVariable, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-MonthDirectionsFrom the I-8: Take I-8 west to Sports Arena, right to West Point Loma Boulevard. Left on Adrian.Apartment FeaturesBalconyCeiling Fan(s)DishwasherGas RangeMicrowaveNew/Renovated InteriorOversized ClosetsSmoke FreeStainless Steel AppliancesViewGarbage DisposalPatioRefrigeratorCommunity FeaturesAccepts Credit Card PaymentsAccepts Electronic PaymentsBasketball Court(s)Business CenterClubhouseCovered ParkingEmergency MaintenanceExtra StorageFitness CenterGarageHot TubLaundry FacilityPublic TransportationSwimming PoolTrail, Bike, Hike, JogCarportOn Site MaintenanceOn Site ManagementOn Site PatrolSpecial FeaturesCats AllowedIncreased security deposit in the amount of $400 per pet for a 2 bedroom unit and $500 per pet for a 3 bedroom unit will be required.Dogs AllowedIncreased security deposit in the amount of $400 per pet for a 2 bedroom unit and $500 per pet for a 3 bedroom unit will be required. *Breed restrictions applyOther FeaturesBBQ and Picnic AreasClose to Beaches, Downtown & ShoppingClubroomCovered Carport with StorageDigital CommunityEasy Freeway AccessSand Volleyball CourtSmartcard Laundry FacilitiesSpaAssigned StorageCeramic Tile Bath SurroundCeramic Tile Kitchen FloorCity Skyline View *Courtyard View *Doors with PeepholesDual Pane WindowsEntry ClosetFenced Yards *Gas RangeItalian Tile FlooringLinen ClosetMedium Master BathOversized WindowsPrivate EntryReserved Parking Space*Self-Cleaning ovenVent-a-Hood MicrowaveVertical BlindsWhite on White Appliances* In Select Apartment Hom",3,1.5,3460,2799 Adrian St.,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,,
https://sandiego.craigslist.org/csd/apa/d/san-diego-open-the-door-to-great-living/7411495394.html,7411495394,2021-11-22T13:51:57-0800,"Welcome to IMT Mission Valley Rental Information  Pricing: $2800/Month | 2 Bedroom 2 Bath | 1092 sq ftLease Term: 12-Month show contact info
Apartment Amenities   ➢ Cable Ready➢ Central Heating & Air➢ High Speed Internet Ready➢ Ice White Quartz Countertops➢ In-Home Washers & Dryers➢ Private Patios/Balconies➢ Spacious Walk-in Closets In Select Homes➢ Stainless Steel Appliances➢ Stylish Coil Kitchen Faucets➢ Wood-Style Flooring In Select HomesCommunity Features  ➢ Bike Repair➢ Clubhouse➢ Elevator➢ Laundry Facilities➢ Package Service➢ Racquetball Court➢ Storage Space➢ Sundeck➢ Two Fire Pits➢ Yoga Studio➢ 24/7 Emergency Maintenance Service➢ 24/7 Package Lockers➢ Fitness Center with Locker Rooms & Saunas➢ Gated Underground Parking Available➢ My IMT Resident Portal with Online & On-Site Kiosk Access: Utilities Connection, Rent Payment, Service Requests, Amenity Reservations, Account Information & Community Postings➢ One and Two Car Tandem Garage Rental Available➢ Storage Rental Available➢ Three Barbecue Areas➢ Two Pools & One SpaAbout CommunityDescription: IMT Mission Valley's central location is just minutes away from San Diego's prime destinations. From shopping, dining, and theaters at Fashion Valley, daytime fun at beautiful beaches or Balboa Park, to nightlife in downtown's Gaslamp Quarter and Little Italy, the easy freeway access makes it all happen at our conveniently located pet-friendly community.  Location: 10343 San Diego Mission Road  San Diego, CA 92108  show contact info
Office Hours: Mon - Sun: 9:30 AM - 6:00 PMAdditional InformationPet Policy: At IMT Mission Valley, we know that the path to your heart is marked with paw prints and that the best part of your day is coming home to a wagging tail. Pets are residents too! 
TWO PET MAXIMUM 
NO WEIGHT RESTRICTIONS, BREED RESTRICTIONS APPLY 
$500 PET DEPOSIT, FOR UP TO TWO PETS 
$50 PET RENT, PER PET Website: http://liveimt.com/imtMissionValleyCraigslistOur Management Company: IMT Residential EQUAL HOUSING OPPORTUNITY754A6DAC445343",2,2,2800,10343 San Diego Mission Road,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
https://sandiego.craigslist.org/csd/apa/d/san-diego-do-not-wait-on-this-bedroom/7411886655.html,7411886655,2021-11-23T12:11:10-0800,"pacious 3rd floor 2 bed/2 bath apartment is ready for move in TODAY! You'll love the updated kitchen with energy efficient, stainless steel appliances, quartz counter tops, designer wood cabinetry and plenty of counter space for cooking. You'll have a laundry area featuring a full size washer/dryer with shelving to make laundry day organized. Enjoy the convenience of your attached garage with a private entry into your unit. Don't forget to ask about our 30 day guarantee! 

Can't make it in today to tour, no problem take the virtual tour here: https://www.youtube.com/watch?v=elMAU_28sAI

SPECIALS:
Ask About Our 30 Day Guarantee

Community Amenities:
✫ Updated fitness center with cutting-edge cardio equipment and weights - open 24 hours!
✫ Expanded sundeck with lounge seating
✫ Remodeled theater
✫ Lounge with coffee bar
✫ Reserved parking available
✫ Direct-access garages available
✫ Part of a master-planned community
✫ Complimentary wireless Internet in many common areas
✫ Pool and spa
✫ Tennis court
✫ Easy access to the 8, 15, 163 and 805 freeways
✫ Walking distance to shopping


Visit www.essexapts.info/Cambridge-Park for additional information or call us at  show contact info


Pricing and Availability Subject to Change

Equal Housing Opportunity",2,2,3124,3394 Daley Center Drive,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
